ticker;shares;costdate
SOI;662.343487;2026-03-11
HIMX;3236.79335;2026-03-11
STM;458.353887;2026-03-11
AIXA;2092.948844;2026-03-11
NOK;103594.179693;2026-03-11
SMHN;354.723933;2026-03-11
POET;2833.836595;2026-03-11
