ticker;shares;costdate
TOI;2093838;2025-02-06
CVRX;430487;2025-07-15
ALHC;125193;2025-08-03
GMED;23940;2025-11-16
PEN;6391;2025-11-16
AORT;40699;2025-11-16
ATEC;89576;2025-11-16
SIBN;86908;2025-11-16
ASTH;63476;2025-11-02
FTRE;90902;2025-11-02
PGNY;49773;2025-07-15
STE;5207;2025-11-16
TKNO;207928;2024-08-04
XGN;131336;2025-03-25
