ticker;shares;costdate
COPX;148407;2025-11-16
EWY;105628;2025-08-17
POWL;6011;2025-09-09
FSLR;6994;2025-08-17
AEIS;8188;2025-08-06
ALB;12199;2025-11-16
VIAV;88976;2025-09-30
SQM;24071;2025-11-16
CAT;2596;2025-09-30
NVT;15037;2025-08-06
PAM;16407;2025-12-01
DQ;40352;2025-10-30
CENX;40693;2025-09-30
CEPU;78889;2025-12-01
NPKI;97366;2025-09-30
FLNC;54438;2025-09-30
FIX;1038;2025-08-06
NXT;10675;2025-08-17
SEI;19414;2025-09-30
