ticker,sector,market_cap,book_value,price_to_book,roe,trailing_pe,forward_pe,dividend_yield,beta,avg_volume,current_price,volatility_60d,momentum_60d,avg_volume_60d
UNM,Financials,12938697728.0,64.564,1.1766618,0.08354,14.751456,8.165077,2.41,0.194,1396575,75.97,0.2291175524968434,0.04100862274720418,1402011.2903225806
ROKU,Communication,14065968128.0,17.767,5.358248,-0.010880001,,72.90829,,1.95,2913970,95.2,0.37279672818095994,-0.10298690839572011,3117982.2580645164
IONS,Health Care,13390423040.0,3.835,21.556713,-0.4004,,-36.11037,,0.28,2457700,82.67,0.3189783501265659,0.1126513428452609,2456698.3870967743
RGA,Financials,13400508416.0,197.506,1.0265511,0.07198,15.359849,7.8451414,1.83,0.55,406575,202.75,0.19160785603240327,0.11665546853366648,418448.3870967742
PINS,Communication,15046843392.0,7.115,3.1103303,0.51491,7.8475175,11.713208,,0.905,16570116,22.13,0.558004494582885,-0.33141993411060966,16550456.451612903
GEN,Information Technology,14795019264.0,3.982,6.0246105,0.25027,26.362637,8.396361,2.08,1.084,5020011,23.99,0.2295457893698478,-0.08562824655769374,5004846.774193549
HST,Real Estate,12907561984.0,9.686,1.9130706,0.109239995,17.647621,20.37809,4.29,1.197,8267686,18.53,0.2673463379769493,0.17924533111412355,8308422.580645162
CLH,Industrials,13939651584.0,51.564,5.040532,0.14644,35.849655,32.343204,,0.952,485027,259.91,0.24487062141635652,0.23466823639895762,497646.77419354836
ACM,Industrials,12712688640.0,18.914,5.09834,0.28088,20.386892,15.746399,1.27,1.08,1417344,96.43,0.3175701491800233,-0.2800141157250202,1414061.2903225806
REG,Real Estate,13407907840.0,36.161,2.0151546,0.0602,33.426605,30.157804,4.14,0.95,1237429,72.87,0.15497180693795046,0.06876126881941103,1235196.7741935484
LYB,Materials,15771774976.0,32.933,1.4878694,-0.10584,,11.283822,10.97,0.739,5820926,49.0,0.42627846399258545,0.08594794557213725,5864669.354838709
VIK,Consumer Discretionary,32006483968.0,1.804,39.994457,86.04203,34.687504,21.79765,,,2426042,72.15,0.3471253035560304,0.18570260205616274,2414940.3225806453
EQH,Financials,13898492928.0,-3.181,-14.586609,-0.07685,,5.918828,2.34,1.122,2753973,46.4,0.2760069853434527,-0.05507425526247156,2780511.290322581
RVTY,Health Care,12628697088.0,64.684,1.6820235,0.0304,55.794872,20.44083,0.26,1.055,1445672,108.8,0.3392089388164581,0.16322350957805898,1441124.1935483871
DPZ,Consumer Discretionary,13930259456.0,-112.88,-3.6350992,,23.814857,20.985859,1.71,1.158,582516,410.33,0.2369394834179297,0.0339567898315265,584674.1935483871
SNX,Information Technology,12921744384.0,105.498,1.5040095,0.10041001,15.946733,9.848825,1.21,1.374,757863,158.67,0.2675226178212054,0.017177257464887408,753461.2903225806
SF,Financials,12555433984.0,49.743,2.4787407,0.11951,20.792582,11.162665,1.53,1.131,779368,123.3,0.23125352299162233,0.04506170296816636,781714.5161290322
BLDR,Industrials,12650419200.0,39.042,2.930178,0.13555999,21.873806,18.199144,,1.569,2062473,114.4,0.47864784261197013,-0.015236262984977489,2068633.8709677418
DCI,Industrials,11807860736.0,13.13,7.7639,0.24964,32.15773,22.998308,1.16,0.991,721039,101.94,0.25057257942674227,0.21383770698023818,727885.4838709678
BBY,Consumer Discretionary,13677591552.0,12.633,5.15317,0.22493,21.485147,9.657364,5.83,1.433,4329578,65.1,0.30852697243546495,-0.19698475446958352,4313061.29032258
HAS,Consumer Discretionary,12533498880.0,2.896,30.839088,-0.62839,,16.879639,3.13,0.543,1693709,89.31,0.21817110105121412,0.1812317785580424,1702101.6129032257
TXRH,Consumer Discretionary,11951807488.0,22.052,8.156177,0.31881002,28.103125,27.197985,1.48,0.898,976585,179.86,0.2754253940134465,0.10391529057778781,978301.6129032258
U,Information Technology,12452263936.0,7.489,3.8856993,-0.12632,,30.2165,,2.048,9778347,29.1,0.8255914297905546,-0.23218999446214683,9757616.129032258
CMA,Financials,11348051968.0,57.157,1.5513409,0.10147,17.558414,15.706314,3.06,1.047,2312675,88.67,0.2661700106522474,0.16835757259488848,2294277.419354839
AGNC,Financials,12626639872.0,9.412,1.2112197,0.15076,7.7551017,7.599493,12.66,1.348,20442198,11.4,0.18183217143212183,0.17784345785506117,20460243.548387095
DTM,Energy,12812948480.0,46.246,2.7249925,0.09043,31.743073,26.227554,2.61,0.791,742063,126.02,0.1814522356202617,0.15882586686598632,743543.5483870967
OHI,Real Estate,13328067584.0,17.041,2.5749662,0.114879996,24.10989,21.638363,6.17,0.555,1858442,43.88,0.17128595464346502,0.06092854128861336,1895656.4516129033
GWRE,Information Technology,11967298560.0,18.036,7.8043914,0.06566,139.36633,36.44149,,1.084,1119580,140.76,0.3805772104147588,-0.3975346906584849,1111293.5483870967
BBIO,Health Care,14807017472.0,-10.035,-7.7000494,,,-43.573387,,1.17,2311521,77.27,0.33562176871393545,0.2335567911233991,2314082.2580645164
AIZ,Financials,12015852544.0,114.717,2.075804,0.15413,14.537852,11.425948,1.48,0.561,314191,238.13,0.1641227511363324,0.12909508090355448,320880.6451612903
FHN,Financials,12058731520.0,17.522,1.3976716,0.10935,13.026596,10.508159,2.78,0.619,6242924,24.49,0.22935960737612493,0.1537586391632002,6309369.354838709
UDR,Real Estate,13986569216.0,9.771,3.8020675,0.03649,84.43182,67.545456,4.66,0.712,3449275,37.15,0.18119415824877616,0.11573123006027042,3457911.290322581
CCK,Materials,12182197248.0,26.452,3.9573567,0.32824,12.939431,12.741846,1.0,0.744,1560354,104.68,0.23982072362519777,0.08002371852132195,1565616.1290322582
TW,Financials,22519111680.0,29.429,3.5023274,0.108059995,35.177475,26.927046,0.47,0.834,1245145,103.07,0.23188085595705257,-0.02093423384987203,1258914.5161290322
GLPI,Real Estate,12664624128.0,16.17,2.7674706,0.16670999,16.272728,14.435484,6.88,0.692,2645093,44.75,0.19640059172772456,0.020628522592487153,2668482.2580645164
ELS,Real Estate,12652210176.0,9.061,6.971637,0.22099,31.42786,29.01273,3.26,0.775,1603983,63.17,0.16662286815597743,0.043422253220329665,1634329.0322580645
DOC,Real Estate,11980935168.0,10.932,1.5770216,-0.00115,,68.96,7.12,1.1,7957201,17.24,0.21841628144446798,-0.022201430253763754,7984546.774193549
SWK,Industrials,12183251968.0,57.974,1.3568152,0.04918,27.217993,13.99079,4.2,1.202,1678644,78.66,0.3419418519817894,0.1751858446862975,1706424.1935483871
ZBRA,Information Technology,11947593728.0,73.851,3.181812,0.14286,23.97755,13.301203,,1.683,643452,234.98,0.32561278437625496,-0.12727949590514742,643708.0645161291
NYT,Communication,11936246784.0,12.181,6.018389,0.17633,35.936275,27.85313,0.98,1.113,1807170,73.31,0.18556696960762664,0.2896770743303019,1805975.8064516129
CPT,Real Estate,11652290560.0,41.839,2.6064198,0.059310004,43.971775,87.43867,3.85,0.824,1453637,109.05,0.1908547079870267,0.1072295259513032,1447408.064516129
BJ,Consumer Staples,12179281920.0,16.599,5.56901,0.29241,20.773035,19.90037,,0.335,2070444,92.44,0.2910495448809404,0.04736007482442495,2060843.5483870967
ELAN,Health Care,11964472320.0,13.584,1.7726737,0.00542,344.0,23.36231,,1.874,5427385,24.08,0.3394293438563205,0.08713319812254894,5428962.903225807
RIVN,Consumer Discretionary,18082217984.0,4.132,3.5697,-0.64919,,-6.0959983,,1.776,45993626,14.75,0.8297182111551065,0.0869565461837003,45974719.35483871
STRL,Industrials,10994770944.0,34.23,10.456033,0.3692,37.16615,29.960657,,1.492,662732,357.91,0.6462685706635316,-0.05289756696807657,660456.4516129033
EPAM,Information Technology,11618375680.0,67.488,3.09092,0.10207,31.847328,16.695414,,1.727,859109,208.6,0.3276467379094865,0.2755290122737435,861041.9354838709
OVV,Energy,11009149952.0,40.403,1.0759102,0.0226,46.741936,9.879703,2.76,0.767,3696422,43.47,0.3366186767596435,0.16757403640100632,3674490.3225806453
GL,Financials,11358315520.0,70.84,1.9793903,0.22277,10.16087,9.331495,0.77,0.476,509501,140.22,0.1660435651773143,0.06831454895401312,515427.4193548387
ALLY,Financials,13043083264.0,42.704,0.9900712,0.05796,18.145924,6.682662,2.79,1.157,3261293,42.28,0.27266303765029054,0.08493706581757277,3248596.7741935486
PR,Energy,12015617024.0,13.475,1.1970315,0.08989,14.274336,14.801288,3.74,0.642,10495898,16.13,0.3162726514788067,0.2981442100691174,10449214.516129032
SCI,Consumer Discretionary,11274786816.0,11.171,7.199893,0.33475,21.505348,18.900248,1.7,0.995,895895,80.43,0.1595992980277172,-0.03270985032682594,910033.8709677419
LSCC,Information Technology,11022830592.0,5.166,15.586527,0.03864,423.78946,55.005634,,1.716,1910345,80.52,0.49681314329880094,0.10361838889061437,1918930.6451612904
EXEL,Health Care,11134217216.0,8.059,5.1321507,0.30563,17.37815,12.313335,,0.399,2629560,41.36,0.3493189542349214,0.06956303513783224,2621219.35483871
SOLV,Health Care,13350258688.0,28.748,2.6774037,0.37271,8.78653,12.133451,,,1092047,76.97,0.3110556766722381,0.11486095307093613,1087929.0322580645
PNW,Utilities,11198233600.0,59.888,1.5622494,0.087749995,19.211498,20.010008,3.91,0.543,1302352,93.56,0.147564518020477,0.06791467930981354,1313108.064516129
ALGN,Health Care,11817452544.0,54.934,2.9677432,0.095769994,31.533848,14.792991,,1.833,1193936,163.03,0.30871180954162275,0.18240493911977995,1201161.2903225806
DT,Information Technology,11484372992.0,9.207,4.1370697,0.20569,22.67262,20.620064,,0.845,3978863,38.09,0.30707545420577914,-0.24678662482795388,3980633.870967742
LAMR,Real Estate,12995696640.0,10.196,12.584347,0.38726002,30.119717,21.697002,4.84,1.259,492273,128.31,0.19913198453668574,0.09747998229450827,492383.87096774194
Z,Real Estate,15256450048.0,20.625,3.056,-0.0066299997,,28.208033,,2.032,2680221,63.03,0.3879257331188984,-0.15937588747162512,2738364.5161290322
AVAV,Industrials,13900627968.0,88.885,3.1320245,-0.02637,,60.4145,,1.162,1260775,278.39,0.7521405434217645,-0.2474115003855638,1249920.9677419355
QGEN,Health Care,11055963136.0,17.716,3.029465,0.11293,27.523075,20.382044,0.49,0.662,1890024,53.67,0.4048079509775722,0.14557096941190806,1879796.7741935484
WMS,Industrials,11823311872.0,25.135,6.0489354,0.28370002,26.168674,23.585878,0.47,1.336,636314,152.04,0.3067069777982428,0.08689611916040141,632691.9354838709
CRL,Health Care,10358872064.0,69.195,3.0418382,-0.021879999,,19.215881,,1.616,821811,210.48,0.3269715092776119,0.16887869809749412,823882.2580645161
DOCU,Information Technology,10522330112.0,9.893,5.3108263,0.15224,37.528572,12.768574,,0.994,3045762,52.54,0.4094820182846085,-0.2816516085046157,3045730.64516129
BAH,Industrials,10662956032.0,8.481,10.425657,0.75081,13.118694,14.109049,2.67,0.338,2647796,88.42,0.4051615437826825,0.021125375023536064,2677851.6129032257
DAY,Industrials,11085621248.0,16.842,4.112932,-0.05706,,25.338911,,1.181,3274232,69.27,0.02287543059816424,0.007710194875874654,3355993.5483870967
WBS,Financials,10608062464.0,57.118,1.1514758,0.10767999,11.128595,8.862699,2.44,1.041,1332632,65.77,0.22717737250607414,0.16111932128583728,1332880.6451612904
UHS,Health Care,12807922688.0,114.747,1.7539456,0.20028,9.524846,8.6058855,0.4,1.284,705298,201.26,0.25560450193330914,-0.07181534341447737,702114.5161290322
DY,Industrials,10919718912.0,51.226,7.11338,0.21903999,35.971375,26.365944,,1.341,435249,364.39,0.3664133178976956,0.2661663151226423,432585.48387096776
ONTO,Information Technology,10032375808.0,40.851,4.946023,0.08964,59.955494,32.63477,,1.461,841493,202.05,0.5002573283935632,0.49711020302577613,840858.0645161291
WTRG,Utilities,10980783104.0,24.089,1.6102785,0.10286,16.1625,17.354385,3.54,0.803,1979665,38.79,0.21722478738417778,0.002565529657497123,2002543.5483870967
AES,Utilities,10432571392.0,5.427,2.6994655,0.05106,9.898648,6.3154716,4.68,0.969,8126360,14.65,0.2816070779076066,0.06874304451869806,8222553.225806451
BMRN,Health Care,10862144512.0,31.529,1.7932698,0.09074,21.018587,10.842592,,0.266,2721477,56.54,0.4526596119127739,0.05544150154232841,2730009.6774193547
SJM,Consumer Staples,11187966976.0,56.799,1.8461593,-0.17438,,10.604902,4.25,0.22,1604781,104.86,0.22350280649926688,0.022851571947920535,1611506.4516129033
W,Consumer Discretionary,13488688128.0,-21.339,-4.8498054,,,34.892227,,3.314,2917957,103.49,0.5242920817889692,-0.00019325931840485921,2921856.4516129033
RRX,Industrials,10721932288.0,101.86,1.5855095,0.03907,41.83938,15.018463,0.86,1.099,761181,161.5,0.3893135872134188,0.14910889771222968,769774.1935483871
BWA,Consumer Discretionary,10259186688.0,27.995,1.6935166,0.0304,68.710144,9.219753,1.39,1.048,2870234,47.41,0.27428084152921034,0.10795895070491901,2882190.3225806453
FLS,Industrials,10220632064.0,17.692,4.417251,0.21447,22.850878,19.557547,1.07,1.308,1351908,78.15,0.25215728202010274,0.148436988469973,1375054.8387096773
CNM,Industrials,10534600704.0,10.42,5.120921,0.23968,23.715555,20.702633,,0.981,2365031,53.36,0.3483697617907275,0.02261403407961904,2358435.4838709678
IVZ,Financials,12146585600.0,27.547,0.9906705,-0.01219,,8.987972,3.03,1.626,5230762,27.29,0.33649292449274903,0.16164971598573685,5241537.096774193
NWSA,Communication,15738554368.0,15.436,1.7511014,0.070250005,32.566265,22.751759,0.74,0.974,3661609,27.03,0.21486007949488894,0.020000025911151242,3662338.709677419
FIVE,Consumer Discretionary,10570303488.0,35.357,5.420143,0.17267,34.344086,28.041733,,1.134,1254227,191.64,0.2917373695687483,0.21854132500463042,1251674.1935483871
OC,Industrials,10021926912.0,53.516,2.2393303,-0.01602,,11.420326,2.39,1.341,1586313,119.84,0.37285306447347855,-0.05211567088432212,1580709.677419355
AIT,Industrials,9822121984.0,50.139,5.1937613,0.22017,24.824596,22.418776,0.78,0.866,302034,260.41,0.24706491237254627,0.014774383125265578,302019.3548387097
TTMI,Information Technology,10147077120.0,16.466,5.9638042,0.08123,77.93651,32.462807,,1.745,2553913,98.2,0.8243992097943995,0.461309544759003,2584561.290322581
AMH,Real Estate,13232163840.0,19.297,1.6230501,0.06605,26.099998,39.106007,3.88,0.8,3413032,31.32,0.21465510532885246,0.0007868823764127786,3486233.870967742
SSB,Financials,10285736960.0,91.379,1.1198416,0.106850006,13.052296,9.6925535,2.34,0.738,801093,102.33,0.20521643414394408,0.16228006095719016,801645.1612903225
AR,Energy,11220512768.0,23.82,1.5268681,0.08578,18.651281,10.978429,,0.507,5580129,36.37,0.39753722492447197,0.17664183472746875,5601414.516129033
TTEK,Industrials,9822142464.0,7.078,5.320712,0.19917,28.315788,21.544622,0.69,0.899,2416129,37.66,0.4282663019699772,0.17981849089702817,2404700.0
BXP,Real Estate,11445048320.0,32.464,1.9920527,0.04916,37.166664,27.875,4.33,1.028,1510795,64.67,0.2055984214806934,-0.0823124175099762,1524251.6129032257
SOLS,Materials,9804595200.0,20.337,3.037321,,64.34375,21.457006,,,3971560,61.77,0.4711161678249965,0.3705347431998598,4137279.0322580645
SPXC,Industrials,10386231296.0,43.114,4.833929,0.12765001,45.01296,27.393822,,1.329,526881,208.41,0.31005771699392154,-0.06914107717959461,536896.7741935484
JAZZ,Health Care,9995253760.0,65.18,2.523627,-0.09064999,,7.6470914,,0.274,1222244,164.49,0.5232810540658828,0.19507415157352104,1210990.322580645
GMED,Health Care,12246990848.0,32.679,2.7748706,0.10009,29.251614,21.363916,,1.068,1787996,90.68,0.7777541055862242,0.5015731283600477,1783348.3870967743
ARMK,Consumer Discretionary,10120333312.0,11.974,3.214465,0.10529,31.549181,14.859168,1.25,1.19,2516870,38.49,0.20705653521313286,0.019358564990817673,2525572.580645161
BAX,Health Care,10317100032.0,14.089,1.4245156,-0.04658,,8.848504,2.64,0.589,8569452,20.07,0.30062753590787,0.0872019340230974,8617650.0
TECH,Health Care,9986035712.0,12.622,5.077642,0.038,130.79591,29.588968,0.5,1.469,2005744,64.09,0.3376324572051388,0.02567457448151589,2007400.0
AYI,Industrials,9502227456.0,91.607,3.3757243,0.15612,24.102882,14.200113,0.23,1.505,326580,309.24,0.3489599894258034,-0.15288316511393873,324267.7419354839
NTNX,Information Technology,10634829824.0,-2.47,-15.923078,,51.750004,18.039879,,0.49,4375275,39.33,0.5121454796789201,-0.44792247318333067,4348511.29032258
MOH,Health Care,9733777408.0,82.176,2.1854312,0.19708,11.388078,13.101682,,0.491,1586547,179.59,0.4088687951385765,0.17333071476850614,1585962.9032258065
ONON,Consumer Discretionary,14940058624.0,6.0986443,7.419682,0.15976,51.420456,25.699892,,2.155,6589157,45.25,0.49814872019339207,0.21803494324161976,6610553.225806451
NCLH,Consumer Discretionary,9997454336.0,4.817,4.558854,0.39870998,16.511276,8.347398,,2.083,18197300,21.96,0.566228015261363,-0.020517439351290467,18164775.80645161
SN,Consumer Discretionary,16683528192.0,17.062,6.9276752,0.27357,29.476307,19.759377,,1.356,1720688,118.2,0.37833117214458173,0.38245610465780344,1754511.2903225806
GNRC,Industrials,9861269504.0,45.05,3.7300775,0.11969,32.440155,20.81612,,1.828,1077524,168.04,0.46627278882777196,0.00011896805834776814,1082827.4193548388
APA,Energy,9449140224.0,16.772,1.5746483,0.27427998,6.2880955,12.114678,3.81,0.743,6297726,26.41,0.4366686398958314,0.17709237454712823,6355291.935483871
FDS,Financials,9518135296.0,58.208,4.369846,0.28831,16.078382,13.383748,1.74,0.743,767327,254.36,0.35194681360192676,-0.04283124992248366,778725.8064516129
OSK,Industrials,9204525056.0,71.587,2.0090241,0.14903,14.353293,10.074731,1.59,1.405,717867,143.82,0.34266716624024246,0.17131311906165592,723495.1612903225
ALSN,Industrials,9089137664.0,6.233,17.439436,0.40381,13.6729555,11.039971,0.97,0.977,926322,108.7,0.25846572864664225,0.3211680077536818,930253.2258064516
AEIS,Information Technology,9638687744.0,34.674,7.364596,0.117989995,69.96164,32.622192,0.15,1.389,583921,255.36,0.5681334011692484,0.26024942214722513,581272.5806451613
FOX,Communication,30877743104.0,27.449,2.3887937,0.17272,14.538802,13.0228405,0.87,0.505,1436665,65.57,0.16204382262794856,0.12258174740826222,1438354.8387096773
EHC,Health Care,9521423360.0,23.573,4.010096,0.24412,17.835848,16.297995,0.8,0.588,979080,94.53,0.1848622882761871,-0.16820797009418875,996382.2580645161
MANH,Information Technology,9099597824.0,5.26,28.709124,0.71656996,42.064068,25.783218,,1.023,597770,151.01,0.28441331587241875,-0.1705937912226977,602340.3225806452
TTC,Industrials,8958278656.0,14.847,6.1628613,0.21037,28.864353,18.3,1.67,0.819,978449,91.5,0.31891208407084587,0.23058687265976796,975595.1612903225
WAL,Financials,9811283968.0,68.067,1.3097389,0.13520999,10.330243,7.508829,1.86,1.334,879157,89.15,0.3043260094996305,0.15860350482183438,878432.2580645161
REXR,Real Estate,9922868224.0,36.679,1.1049919,0.040260002,28.342657,37.927067,4.28,1.236,2073898,40.53,0.21681195861364283,-0.008386814312528301,2079156.4516129033
ENSG,Health Care,9943368704.0,36.867,4.6561966,0.16959,30.382301,23.61347,0.15,0.862,385204,171.66,0.22260716294449612,-0.04651218571412952,393572.5806451613
EGP,Real Estate,9690275840.0,65.88,2.7571342,0.07833,38.0,34.78574,3.42,1.126,329237,181.64,0.1494104783368155,0.04970239811617283,329800.0
WTFC,Financials,9878129664.0,102.034,1.4454987,0.12113,12.971856,10.980936,1.39,0.877,466090,147.49,0.24226399312474897,0.1387515079828845,467222.5806451613
CNH,Industrials,13458824192.0,6.203,1.7346445,0.07587,22.416668,19.95401,2.3,1.363,12894860,10.76,0.33744351434403874,0.025738843055750804,12908574.193548387
MOD,Industrials,9722084352.0,19.991,9.237157,0.19476,51.01105,27.665665,,1.701,1312165,184.66,0.7928518944043761,0.2052737782785805,1307983.8709677418
MDGL,Health Care,11112925184.0,27.56,17.754354,-0.41219002,,181.77258,,-1.014,358634,489.31,0.49120636842416054,0.16808308591073562,359069.3548387097
GTLS,Industrials,9320545280.0,71.235,2.9106479,0.02525,238.32184,15.956829,,1.746,616595,207.34,0.029687667642795904,0.03867348667237014,616966.1290322581
JEF,Financials,12621189120.0,51.26,1.1935233,0.06579,21.466667,13.156989,2.61,1.484,1767827,61.18,0.33728311649307274,0.16646254624892998,1768459.677419355
DOX,Information Technology,9012745216.0,31.623,2.5911522,0.16292,16.225742,10.153027,2.57,0.411,1114293,81.94,0.22921067751476631,-0.02118667276797448,1109017.7419354839
OKLO,Utilities,12440392704.0,7.719,10.314808,-0.10425,,-119.314865,,0.773,12619432,79.62,1.0230820731869463,-0.4003163351325073,12600259.677419355
UMBF,Financials,9657639936.0,97.412,1.3051779,0.12588,13.685683,9.748348,1.35,0.788,487991,127.14,0.25936372395049123,0.19406430630997407,490775.8064516129
HLI,Financials,11793966080.0,32.916,5.1136227,0.20472999,25.855606,19.201439,1.43,0.959,452526,168.32,0.24162905491012862,-0.05685856067523709,468574.1935483871
GME,Consumer Discretionary,10698466304.0,11.84,2.0168917,0.083459996,25.95652,29.48148,,-1.207,6970660,23.88,0.35183004038373655,0.07133235441599539,6938725.806451613
CMC,Materials,8536256000.0,38.846,1.9788395,0.10511,19.914509,10.720627,0.92,1.493,1112811,76.87,0.3113791588402027,,1092149.2063492064
VMI,Industrials,8794683392.0,81.004,5.500469,0.16153,38.476685,20.890526,0.61,1.201,147347,445.56,0.2213843079529814,0.079474291108659,148196.7741935484
ARE,Real Estate,9469131776.0,90.713,0.60233927,-0.05856,,-683.0,8.66,1.319,2913037,54.64,0.4155976625933535,-0.047629913954862824,2932987.0967741935
ORI,Financials,9692615680.0,24.08,1.6266611,0.16314,10.50134,11.244987,2.97,0.814,1796650,39.17,0.28070533688541244,0.057197848823357766,1805125.8064516129
CR,Industrials,10519495680.0,35.823,5.0984,0.17908001,31.65338,24.182465,0.53,1.182,367454,182.64,0.33204520309889374,-0.03752577561648396,366643.5483870968
CFLT,Information Technology,10838293504.0,3.2,9.54375,-0.29619,,63.572025,,0.952,11594147,30.54,0.6464813022772494,0.30680358659880747,11551477.41935484
IOT,Information Technology,16184963072.0,2.259,12.416998,-0.03679,,47.96676,,1.618,6050585,28.05,0.4856468143114096,-0.30171768693916734,6023888.70967742
ARWR,Health Care,9706941440.0,3.434,20.189283,0.08672,,-15.792711,,1.218,2678613,69.33,0.8262227875359781,0.6355273137367619,2663082.2580645164
SAIA,Industrials,8921821184.0,95.06,3.5227225,0.11923,32.261078,31.03099,,2.095,468411,334.87,0.4255594831101997,0.14485468416132474,471575.8064516129
HALO,Health Care,8432880640.0,4.288,16.723413,1.24499,15.128693,8.731812,,0.942,2221501,71.71,0.3134502569543828,0.10001528453579489,2208491.935483871
APLD,Information Technology,9472367616.0,5.194,6.5229115,-0.07897,,-37.85475,,6.924,31219019,33.88,1.1341682462497453,-0.02250429263504783,31221893.548387095
OGE,Utilities,9004001280.0,23.812,1.8343692,0.10694,17.472,18.047647,3.91,0.621,1446416,43.68,0.1360479884696553,-0.0005150854752966616,1447214.5161290322
LUMN,Communication,9050562560.0,-1.144,-7.7097898,,,-19.044739,,1.473,14258213,8.82,0.7626423144258581,-0.14202335370343377,14827359.677419355
BPOP,Financials,8903093248.0,94.75,1.4092876,0.14047,10.838474,8.388443,2.25,0.648,559168,133.53,0.26782248043966694,0.20562244907167226,561300.0
COLB,Financials,8806121472.0,26.538,1.1093526,0.08489,12.8,8.769839,5.03,0.707,2748880,29.44,0.2427212471912727,0.11302869811233407,2803206.4516129033
SEIC,Financials,10756301824.0,20.026,4.3867974,0.28957,15.659536,13.7265625,1.15,0.967,598793,87.85,0.2053180499123728,0.09653525077035807,600653.2258064516
AAL,Industrials,8782004224.0,-5.644,-2.356485,,78.2353,4.8939524,,1.233,56013129,13.3,0.41661736936874716,0.012947454288821492,55832453.22580645
UEC,Energy,8333426176.0,2.716,6.3475695,-0.07287,,237.7931,,1.236,10920295,17.24,0.8200206844360468,0.13945800665681052,10935035.483870968
ZION,Financials,8845890560.0,48.181,1.2434362,0.13515,9.968386,9.203599,3.0,0.835,1564183,59.91,0.24115078334431603,0.1596325190554262,1565851.6129032257
KNX,Industrials,8944878592.0,43.628,1.2629504,0.00923,137.75,18.698883,1.29,1.161,3049160,55.1,0.33320970479730233,0.2255192415087084,3072658.064516129
CELH,Consumer Staples,13528571904.0,4.667,11.244911,0.030580001,437.33334,33.626797,,0.88,6159788,52.48,0.690805447638288,-0.12867341954012979,6109519.354838709
RRC,Energy,9015532544.0,17.742,2.1333556,0.14217,15.705393,10.815243,0.96,0.516,3069090,37.85,0.31563084740266506,0.06734314961510823,3064680.64516129
MOS,Materials,8728716288.0,40.266,0.68295836,0.101169996,7.2559366,10.915037,3.14,0.945,7505985,27.5,0.39117935144405513,0.011008682044910678,7502240.322580645
AOS,Industrials,10298123264.0,13.278,5.534719,0.29197,19.088312,16.740509,1.91,1.349,1317447,73.49,0.23962448227576993,0.11915995159689019,1332264.5161290322
PRI,Financials,8520216576.0,71.577,3.6749234,0.34028,12.032937,11.030665,1.59,0.901,218055,263.04,0.1633781252665271,0.016238988026145762,218251.61290322582
AMG,Financials,8895533056.0,118.141,2.6501384,0.16224001,18.72548,10.320356,0.01,1.19,385000,313.09,0.2942556557800068,0.3157749745132181,384193.5483870968
IDCC,Information Technology,8422922240.0,42.663,7.6515956,0.54516,22.17663,32.20387,0.85,1.564,280357,326.44,0.4239133331265753,-0.09611772387462203,289050.0
LKQ,Consumer Discretionary,8452080640.0,25.572,1.2846081,0.10882,12.166666,10.103433,3.65,0.899,4042280,32.85,0.3217792688581273,0.03837127461758172,4088314.5161290322
ROIV,Health Care,15036528640.0,6.325,3.4181821,-0.17356001,,-19.08798,,1.224,7246944,21.62,0.32667631417115184,0.08154082475129809,7247817.741935484
RGEN,Health Care,8408148992.0,37.011,4.0358267,0.00085,14937.0,71.98624,,1.122,680836,149.37,0.3386857373287643,0.0020796831052669607,689659.6774193548
UGI,Utilities,8615884800.0,22.273,1.800835,0.14679,13.15082,11.797059,3.99,,2290250,40.11,0.20987887821206716,0.21171258847772045,2286930.64516129
SWKS,Information Technology,8360110080.0,38.716,1.4402314,0.0789,18.103895,11.013624,5.09,1.297,3390750,55.76,0.3795554486454678,-0.27439606759142454,3398519.35483871
KNSL,Financials,9224004608.0,80.185,4.9370832,0.28731,19.415401,19.233011,0.17,1.002,229868,395.88,0.3056608300166872,-0.008544790139037084,231130.64516129033
OWL,Financials,21322229760.0,3.453,3.9501882,0.03745,170.50002,14.127396,6.43,1.119,13488077,13.64,0.36897807432929913,-0.12226752196820156,13593377.41935484
AFG,Financials,10864983040.0,56.714,2.2969637,0.1691,13.513486,11.41885,2.73,0.688,464301,130.27,0.19082798967406353,0.010123149865070458,467612.9032258064
COKE,Consumer Staples,10129320960.0,19.039,7.986764,0.41924,21.267132,3.904982,0.67,0.641,495667,152.06,0.25694057201116066,0.1682313963321953,493929.03225806454
ONB,Financials,9546584064.0,21.175,1.1537191,0.090229996,13.648046,8.514213,2.29,0.832,2773209,24.43,0.25953498329785823,0.20330780195840226,2787198.3870967743
POOL,Consumer Discretionary,9482132480.0,36.979,6.871197,0.29307,23.247026,21.933258,1.96,1.223,808236,254.09,0.2615968752453208,-0.04386628447444185,816850.0
FRT,Real Estate,8780611584.0,35.411,2.8567395,0.10516,25.48111,32.027557,4.49,1.027,698567,101.16,0.1446447533184987,0.06359181799382307,716777.4193548387
RNA,Health Care,10934538240.0,12.852,5.6465917,-0.32439,,-14.74982,,0.956,2577857,72.57,0.04176381563143272,0.038940605298808384,2714325.806451613
CAG,Consumer Staples,8854619136.0,16.913,1.0944244,-0.0116,,10.233191,7.85,-0.014,10893321,18.51,0.25603236608935737,,10753317.46031746
