ticker,sector,market_cap,book_value,price_to_book,roe,trailing_pe,forward_pe,dividend_yield,beta,avg_volume,current_price,volatility_60d,momentum_60d,avg_volume_60d
NVDA,Information Technology,4653442400256.0,4.892,39.06991,1.07359,47.66334,24.93913,0.02,2.314,181664229,191.13,0.33465055336362365,-0.05604897071104986,181634196.77419356
AAPL,Information Technology,3813817974784.0,5.998,43.26109,1.5202099,32.8872,28.026684,0.4,1.093,46590713,259.48,0.15947295685066626,-0.039347732163855786,47229041.93548387
MSFT,Information Technology,3195174125568.0,52.615,8.178086,0.34390998,26.960527,22.810938,0.85,1.073,27213203,430.29,0.2878580308516208,-0.16746420326052935,27322770.967741936
AMZN,Consumer Discretionary,2558168662016.0,34.587,6.918784,0.24327,34.136948,30.35735,,1.376,41512196,239.3,0.26784837058206246,-0.02014576260893175,43525561.29032258
GOOGL,Communication,4093897080832.0,32.033,10.551619,0.3545,33.432247,29.99009,0.25,1.086,35328359,338.0,0.27564766124975304,0.20282045709980157,35391900.0
META,Communication,1812426522624.0,85.867,8.3443,0.30238,30.48936,20.772282,0.29,1.287,18298054,716.5,0.3443804022444928,0.10601427749057613,18921524.19354839
GOOG,Communication,4086677897216.0,32.033,10.568164,0.3545,33.45158,30.021797,0.25,1.086,22797896,338.53,0.27181895268268497,0.20201140859390487,22912975.80645161
AVGO,Information Technology,1570783887360.0,59.221,5.594299,0.31048,69.454926,23.076942,0.79,1.218,29914786,331.3,0.4818804223734529,-0.10198334754057548,29780651.612903226
TSLA,Consumer Discretionary,1615084257280.0,21.897,19.656118,0.049250003,398.52777,143.4633,,1.835,74413947,430.41,0.4293082355868177,-0.05727613903171258,74554622.58064516
JPM,Financials,832712867840.0,126.991,2.4087536,0.16134001,15.317477,13.254018,1.96,1.066,9923055,305.89,0.24502007956023306,-0.012375209380234509,9887543.548387097
LLY,Health Care,929760149504.0,26.56,39.049324,0.9647,50.24952,31.224928,0.61,0.347,3475983,1037.15,0.29557495055455324,0.20375632058871807,3500806.4516129033
XOM,Energy,596307214336.0,62.069,2.2781098,0.110810004,21.104477,17.245941,2.91,,16857727,141.4,0.21769733911206174,0.247260913527946,16911851.612903226
V,Financials,620500942848.0,20.034,16.06419,0.53954,30.218779,22.21006,0.83,0.815,7051963,321.83,0.21508656733128761,-0.053626054625130704,7055990.322580645
JNJ,Health Care,547512320000.0,32.947,6.897442,0.35557,20.621595,18.118628,2.29,0.333,8884967,227.25,0.1685610028369087,0.21084797983949355,8883462.903225806
WMT,Consumer Staples,949885468672.0,12.054,9.883856,0.23661,40.941578,40.115696,0.8,0.661,28580332,119.14,0.21844185144478556,0.17990574304909002,28445762.903225806
MU,Information Technology,466951274496.0,52.226,7.943936,0.22554001,41.488,9.528057,0.11,1.503,30589808,414.88,0.7198400762020885,0.8547955535238971,30359650.0
MA,Financials,481375289344.0,8.654,62.259068,2.09915,32.574966,23.917923,0.65,0.857,3202301,538.79,0.21912709159403143,-0.022447354666099706,3208185.4838709678
COST,Consumer Staples,417431224320.0,68.262,13.774135,0.30325,51.01736,42.32895,0.55,1.008,2748391,940.25,0.1906470132321264,0.033007296270646025,2743680.64516129
AMD,Information Technology,385406271488.0,37.34,6.33985,0.05317,131.51666,35.82584,,1.95,39513529,236.73,0.5343095847024698,-0.07570669904462768,39431846.77419355
ABBV,Health Care,394144415744.0,-1.495,-149.17056,1.37961,166.42537,15.679026,3.02,0.35,6193301,223.01,0.25622487988486214,0.03102314379887372,6268011.29032258
HD,Consumer Discretionary,372908654592.0,12.177,30.762093,1.62909,25.378725,24.898666,2.47,1.072,4530783,374.59,0.2630662473825336,-0.0067895119405123605,4500343.548387097
BAC,Financials,388492787712.0,38.441,1.383939,0.1019,13.926702,10.733878,2.11,1.295,37769778,53.2,0.19306546271898553,0.000495151823721951,37794390.32258064
NFLX,Communication,354155364352.0,6.304,13.243972,0.42762002,33.0,21.858252,,1.711,45829631,83.49,0.27977283715806195,-0.2537940700391037,46197943.548387095
PG,Consumer Staples,354646032384.0,22.493,6.7474327,0.31562,22.221085,20.738283,2.82,0.388,10700495,151.77,0.19253054659790658,0.01647656101736783,10655814.516129032
PLTR,Information Technology,349387915264.0,2.765,53.01627,0.19504,357.5366,144.7102,,1.545,45000642,146.59,0.4989540009210719,-0.26876841699369514,45124787.09677419
CVX,Energy,353685635072.0,94.284,1.8762462,0.28639,26.681747,19.778688,3.87,0.687,9948229,176.9,0.23023039848439653,0.13413450683475103,9967388.709677419
CSCO,Information Technology,309449719808.0,11.903,6.579854,0.22418,30.35659,17.507582,2.09,0.863,21274281,78.32,0.2255671070003169,0.07699491033522032,21318374.19354839
LRCX,Information Technology,293232771072.0,8.109,28.790234,0.65565,47.840164,35.370422,0.45,1.779,11783842,233.46,0.5528548186083531,0.4851031872571061,11749459.677419355
GE,Industrials,323606347776.0,17.809,17.226683,0.44692,37.18667,36.27736,0.48,1.403,5002275,306.79,0.31586210221703653,-0.005855751752675942,4986493.548387097
CAT,Industrials,307959300096.0,45.698,14.384873,0.43526,34.965958,24.105442,0.92,1.568,2496922,657.36,0.3150272590445731,0.14142329529467235,2504630.64516129
IBM,Information Technology,286683299840.0,34.862,8.797545,0.35158002,27.780798,22.903357,2.17,0.698,4221462,306.7,0.2811142965114918,0.003191263384939136,4277527.419354838
KO,Consumer Staples,321957330944.0,7.263,10.300151,0.42442,24.368078,23.230827,2.78,0.387,16868039,74.81,0.15932160867366119,0.09340276043190632,16866017.741935484
WFC,Financials,284055764992.0,53.194,1.7011317,0.11732,14.478399,11.489918,1.99,1.088,14905719,90.49,0.21785946988457447,0.04594411216087324,14903638.709677419
ORCL,Information Technology,472859738112.0,10.425,15.78705,0.69026,31.772202,20.744629,1.18,1.651,26359754,164.58,0.4876337877180206,-0.3716345100161177,26207156.451612905
PM,Consumer Staples,279323246592.0,-7.011,-25.594067,,25.38048,21.54377,3.31,0.42,5612816,179.44,0.23376510809622425,0.25460149174481317,5622291.935483871
GS,Financials,283168309248.0,357.459,2.6168313,0.13885,18.316233,14.389446,1.91,1.322,2175495,935.41,0.27316299759262763,0.19088292633309556,2161827.419354839
AMAT,Information Technology,255832309760.0,25.744,12.5202,0.35508,39.355316,26.726723,0.54,1.671,7498898,322.32,0.45206664158024695,0.38546462558495187,7483312.903225807
MRK,Health Care,275430572032.0,20.845,5.2899976,0.39485002,14.320779,19.472183,3.14,0.298,13971768,110.27,0.2747176738632888,0.2934690917343785,13946175.806451613
RTX,Industrials,269401309184.0,48.513,4.141776,0.109519996,40.34739,26.757202,1.36,0.438,4880540,200.93,0.21597771623861714,0.13010719162507978,4871937.096774193
UNH,Health Care,259912253440.0,109.989,2.6087153,0.12538,15.22175,14.269948,3.02,0.425,8588345,286.93,0.4875280210273773,-0.15429453950487027,8585159.677419355
MCD,Consumer Discretionary,224785383424.0,-3.037,-103.72078,,26.946108,23.765173,2.36,0.531,3255454,315.0,0.17037682861528725,0.061857866517403215,3260732.2580645164
TMO,Health Care,217388433408.0,142.821,4.051295,0.13024001,32.57939,21.445433,0.3,0.91,1939393,578.61,0.21308712926297035,0.02054152954855959,1938309.677419355
KLAC,Information Technology,188037595136.0,41.635,34.296627,1.00726,41.497818,31.402185,0.53,1.444,1043767,1427.94,0.5354995056443395,0.18332791794616154,1041209.6774193548
INTC,Information Technology,232125956096.0,22.884,2.0306764,0.00022,,46.742508,,1.354,99290155,46.47,0.7603850894919402,0.16204049187938852,98986627.41935484
LIN,Materials,214277586944.0,82.699,5.525702,0.17979999,30.587015,25.619347,1.31,0.855,2796057,456.97,0.16265818408550173,0.09646903707361698,2816650.0
MS,Financials,290525741056.0,62.983,2.9023705,0.15729,17.851562,14.859348,2.19,1.197,5923600,182.8,0.25042293882727396,0.12077879468188679,5913920.9677419355
C,Financials,207035990016.0,110.009,1.051823,0.06831,16.482906,9.630462,2.08,1.166,13435724,115.71,0.2602546325467755,0.1498558428892196,13399508.064516129
PEP,Consumer Staples,210331336704.0,14.162,10.848044,0.37162,28.240808,17.956598,3.83,0.421,7833978,153.63,0.1747176265719135,0.06189781548475293,7809456.451612903
DIS,Communication,201380593664.0,61.345,1.8387806,0.12203,16.277058,15.378784,1.34,1.442,11132257,112.8,0.26098797095759346,0.008374978609856587,11093037.096774194
CRM,Information Technology,202100080640.0,63.717,3.3317637,0.12184,28.572004,16.186956,0.78,1.266,8283208,212.29,0.34978430165878766,-0.18346974022943496,8260548.387096774
TXN,Information Technology,195853697024.0,17.942,12.013711,0.30148,40.139668,27.498533,2.59,0.988,7522701,215.55,0.3628873823917206,0.34371947477856324,7541817.741935484
GEV,Industrials,197079040000.0,41.472,17.51471,0.42641,40.991535,34.091667,0.17,,3256454,726.37,0.5884115431197754,0.2422750598128578,3248922.580645161
AXP,Financials,242592890880.0,47.049,7.485175,0.33935001,22.883041,17.612587,0.93,1.154,2704501,352.17,0.2483421616330697,-0.021560934903517404,2695648.3870967743
AMGN,Health Care,184095768576.0,17.863,19.139002,0.8171,26.522886,15.444093,2.82,0.45,2911690,341.88,0.29537234026940434,0.1537661149400995,2908067.7419354836
ABT,Health Care,190232182784.0,29.303,3.7299936,0.13158,28.463543,17.522007,2.38,0.72,8055457,109.3,0.2773598005507414,-0.11136009605087183,8039158.064516129
NEE,Utilities,183061397504.0,26.141,3.3625338,0.083739996,26.880735,20.057594,2.57,0.733,9615719,87.9,0.18195209091334186,0.08716480301958018,9612358.064516129
APH,Information Technology,176361930752.0,10.944,13.165205,0.36851,44.884735,28.151402,0.67,1.214,8926711,144.08,0.46413693519662375,0.03601145507822889,8886725.806451613
ISRG,Health Care,180751024128.0,50.554,9.973889,0.16690001,64.47826,44.090977,,1.672,1848681,504.22,0.24235281433596284,-0.05626268328938211,1847212.9032258065
SCHW,Financials,188637593600.0,23.855,4.3563194,0.18110001,22.252676,15.173062,1.04,0.937,8786973,103.92,0.19385398023662045,0.10257169285000867,8746461.290322581
BA,Industrials,183019405312.0,6.943,33.66268,2.90084,94.241936,40.82089,,1.163,8539836,233.72,0.3200772579066315,0.16267036241786603,8574622.58064516
GILD,Health Care,176132538368.0,17.343,8.184858,0.40706003,21.605783,16.238724,2.26,0.349,7238593,141.95,0.2723787409627525,0.1928169680742382,7283616.129032258
T,Communication,185814466560.0,15.707,1.6686827,0.18805,8.621711,10.296035,4.42,0.6,44055078,26.21,0.2132541101026897,0.0714054427500157,44795106.451612905
BLK,Financials,173604552704.0,357.9,3.1264038,0.10686,31.951454,18.052025,1.85,1.484,651726,1118.94,0.2603366879026804,0.038396640102825064,655654.8387096775
VZ,Communication,187740831744.0,24.771,1.7972629,0.17069,10.965517,8.900831,6.2,0.327,28056552,44.52,0.2855375950465303,0.1397184671553804,28445669.35483871
BKNG,Consumer Discretionary,162109063168.0,-146.596,-34.119896,,32.572544,18.801294,0.77,1.234,245603,5001.84,0.2667165048426609,-0.013063048047113557,244500.0
TJX,Consumer Discretionary,166729351168.0,8.428,17.775272,0.58396,32.56739,29.010063,1.15,0.752,5459932,149.81,0.16020147849797123,0.07208879886216901,5450535.483870967
QCOM,Information Technology,162352889856.0,19.745,7.6773863,0.2334,30.378757,12.292799,2.34,1.212,8969186,151.59,0.2982365947619724,-0.15774146298411562,8976987.096774194
UBER,Industrials,166937772032.0,13.527,5.917794,0.72994006,41.910995,20.70305,,1.203,19722427,80.05,0.34147616690895355,-0.17046628961909005,19651637.096774194
ACN,Information Technology,163493429248.0,50.162,5.2557716,0.25016,21.592138,17.70475,2.5,1.249,4020575,263.64,0.3073442374304062,0.054138377506947055,4017788.709677419
SPGI,Financials,161134280704.0,109.206,4.832976,0.119940005,38.46866,26.460983,0.73,1.207,1517119,527.79,0.20222621691542222,0.08542040484335911,1533333.8709677418
ADI,Information Technology,152223678464.0,69.06,4.501593,0.06573,69.86068,27.14763,1.24,1.032,3793862,310.88,0.3021768463413578,0.33249905934888835,3776188.709677419
ANET,Information Technology,178491080704.0,9.456,14.989425,0.31736,56.246033,42.159054,,1.414,7888613,141.74,0.4826206245674403,-0.10114780075654328,7861527.419354838
LOW,Consumer Discretionary,149807710208.0,-18.506,-14.430995,,22.071074,20.560776,1.8,0.957,3073693,267.06,0.26229629334326654,0.12652486297586418,3062903.2258064514
PFE,Health Care,150330114048.0,16.321,1.6199989,0.105979994,15.195402,8.897863,6.59,0.433,62114562,26.44,0.22635774881660248,0.10978769633895569,63252995.161290325
HON,Industrials,153318834176.0,24.307,9.360267,0.28195998,30.015833,19.844868,2.01,0.942,4276300,227.52,0.2174511840870409,,4205112.698412699
UNP,Industrials,139452137472.0,31.168,7.542993,0.40377,19.494196,17.375135,2.36,0.997,3131850,235.1,0.20530201192698277,0.07308288510442518,3123051.6129032257
NEM,Materials,123410817024.0,30.399,3.6958451,0.22875999,19.710527,13.372532,0.79,0.422,9445388,112.35,0.4781905937225504,0.39158355890984287,9430319.35483871
ETN,Industrials,136807809024.0,48.514,7.2436824,0.20653,35.46115,26.000046,1.17,1.19,3024927,351.42,0.3128392919661151,-0.07899146745914043,3014966.129032258
DHR,Health Care,154733330432.0,74.316,2.9453952,0.07053,43.690617,23.9652,0.58,0.929,3602968,218.89,0.22274425251617122,0.017703713846064284,3610058.064516129
COF,Financials,139181162496.0,173.107,1.2647091,0.02394,65.35224,8.750115,1.46,1.131,4483990,218.93,0.3173908443779818,-0.0010335842830020425,4452801.612903226
INTU,Information Technology,138899324928.0,69.377,7.1914325,0.21987,34.242966,18.864464,0.9,1.254,2151283,498.92,0.3424144835686078,-0.2512337144381367,2142158.064516129
BSX,Health Care,138706845696.0,15.782,5.926372,0.12488,49.226315,26.939217,,0.671,10113824,93.53,0.23296428664090463,-0.07138604402566606,10068019.35483871
APP,Information Technology,160029409280.0,4.354,108.660995,2.41886,67.107796,33.93177,,2.502,4560045,473.11,0.6597982558112345,-0.25766875454593774,4556046.774193549
MDT,Health Care,132058144768.0,37.951,2.712972,0.09822,27.382978,16.836403,2.81,0.729,7261695,102.96,0.20596646590995404,0.13517092115478913,7240695.161290322
DE,Industrials,143127314432.0,95.986,5.500802,0.20427999,28.648941,23.971561,1.22,1.01,1442019,528.0,0.26951597946250094,0.14772961336748636,1436767.7419354839
COP,Energy,130177261568.0,52.539,1.9838597,0.15421,14.516714,19.660215,3.27,0.328,7743842,104.23,0.30669103649727125,0.18385236649415915,7709841.935483871
LMT,Industrials,146757107712.0,29.349,21.609592,0.76865,29.498604,19.947336,2.18,0.245,1626501,634.22,0.28225361218787165,0.2991687231093101,1619380.6451612904
WELL,Real Estate,129276755968.0,56.653,3.324802,0.0275,128.13605,86.40366,1.59,0.857,3386319,188.36,0.18144268061725127,0.04449579337052256,3396861.290322581
VRTX,Health Care,120477966336.0,68.197,6.8903327,0.22307,33.44484,23.310879,,0.314,1430286,469.9,0.28282426761816243,0.10416614378205691,1431396.7741935484
PGR,Financials,121929596928.0,51.737,4.020334,0.40448,10.833333,12.843272,6.67,0.341,3458449,208.0,0.22494873576589744,0.07384116983760536,3466827.419354839
SYK,Health Care,141328482304.0,58.614,6.3049784,0.15079,44.047672,22.090992,0.95,0.896,1794937,369.56,0.21529469473239943,0.03997496449539151,1810346.7741935484
ADBE,Information Technology,122754449408.0,28.143,10.419998,0.55426,17.455359,11.115815,,1.526,4283080,293.25,0.2804430720560671,-0.13828567452089346,4274698.387096774
PLD,Real Estate,121272877056.0,55.524,2.3514156,0.06127,37.843475,39.597713,3.1,1.418,3553203,130.56,0.1607804107481513,0.0603359638559966,3558679.0322580645
NOW,Information Technology,123462279168.0,12.379,9.452298,0.15488,70.06587,23.407665,,0.979,11157500,117.01,0.3987439771102868,-0.3635780156785682,11169024.193548387
PH,Industrials,118118481920.0,113.399,8.25263,0.25781,34.129833,27.684519,0.77,1.253,676981,935.84,0.2475061677845653,0.21354475174922705,676100.0
PANW,Information Technology,123348090880.0,12.522,14.132726,0.15324001,111.30189,40.798214,,0.754,6080962,176.97,0.2892944639182974,-0.19646750450977435,6046732.258064516
CB,Financials,123418566656.0,182.223,1.6987976,0.1364,12.786452,11.710702,1.27,0.513,1670193,309.56,0.1567405310229763,0.11778722766527405,1673777.4193548388
BMY,Health Care,112068206592.0,9.112,6.0414834,0.33777002,18.289036,9.158454,4.64,0.295,14477893,55.05,0.27115753709505896,0.2090419681970026,14590877.41935484
CRWD,Information Technology,111277506560.0,15.934,27.702084,-0.088149995,,91.31881,,1.029,2420816,441.405,0.31964734509413467,-0.18711443464952526,2411982.2580645164
SBUX,Consumer Discretionary,104758632448.0,-7.364,-12.486421,,77.92373,31.14679,2.64,0.964,10372206,91.95,0.2954390225036584,0.145224166446134,10424235.483870968
BX,Financials,180037910528.0,11.064,12.872378,0.29228002,36.801033,17.872494,3.29,1.752,4036475,142.42,0.28781606208309146,-0.020158292477013173,4070701.6129032257
CMCSA,Communication,117249646592.0,26.651,1.1162809,0.2141,5.5194807,7.445597,4.44,0.807,39238583,29.75,0.27863356046701465,0.1535694303769617,39450823.85483871
CME,Financials,103920656384.0,78.339,3.6898608,0.13346,28.09135,24.662476,1.73,0.291,1904190,289.06,0.18673962830619276,0.09379828785366451,1900000.0
MCK,Health Care,103389552640.0,-14.024,-59.27054,,25.710176,18.980604,0.4,0.409,700221,831.21,0.191368549590738,0.02544466284114355,703979.0322580645
MO,Consumer Staples,104060854272.0,-2.088,-29.688698,,15.046118,10.679131,6.84,0.501,9626781,61.99,0.21196170070546078,0.11962548580493282,9724412.903225806
ICE,Financials,99475685376.0,50.253,3.458102,0.114930004,31.827839,23.156557,1.1,1.035,3250008,173.78,0.1891133644118119,0.1914577943201563,3311614.5161290322
ADP,Industrials,99826040832.0,15.864,15.558497,0.73843,23.687141,20.696167,2.76,0.864,2334465,246.82,0.1774692186127494,-0.045657035168912175,2338066.129032258
SO,Utilities,98339676160.0,31.788,2.8095508,0.11429,22.16129,19.58647,3.32,0.447,5926109,89.31,0.1455836437953603,-0.04248478683989565,5918148.387096774
WDC,Information Technology,84837457920.0,20.853,11.999712,0.41126,23.651228,21.124657,0.2,1.845,8869247,250.23,0.78105109593152,0.6672071502016927,9051032.258064516
NOC,Industrials,98246656000.0,117.425,5.8953376,0.26167,23.920525,22.70996,1.33,0.049,844331,692.26,0.27252348830702816,0.19130307918875777,844264.5161290322
TT,Industrials,93585506304.0,38.466,10.933811,0.36956,32.0564,25.070202,0.89,1.216,1512895,420.58,0.27277239851754753,-0.06256549137654788,1524835.4838709678
DUK,Utilities,94369193984.0,64.896,1.8699148,0.09905,19.050236,18.119783,3.52,0.49,3613624,121.35,0.13515775343307831,-0.01524710225252135,3603112.9032258065
FCX,Materials,86486097920.0,13.499,4.461812,0.13946,43.021427,18.095781,0.92,1.452,18222465,60.23,0.3907485625825735,0.44796338303420646,18121127.419354837
CVS,Health Care,94598103040.0,57.424,1.2977152,0.0057800002,196.10526,10.390943,3.57,0.484,7955186,74.52,0.37136204973440007,-0.038603653695596485,7983019.354838709
MRSH,Financials,92196110336.0,31.577,5.9597178,0.29352,22.323843,16.674154,1.91,0.752,2708711,188.19,0.20517855173213323,0.061719924605714516,2733606.4516129033
TMUS,Communication,221943889920.0,54.069,3.6473765,0.19034,18.243294,16.110533,2.16,0.44,5416068,197.21,0.23648873833371956,-0.05647682324968806,5408656.451612903
CEG,Utilities,101687574528.0,45.953,6.10798,0.19839,32.90504,24.297174,0.54,1.145,2977606,280.68,0.4830618598649172,-0.25463643747978526,2968029.0322580645
PNC,Financials,90283294720.0,155.181,1.4389648,0.12158,13.533334,10.958219,3.03,0.992,2207926,223.3,0.19489107789671287,0.23261557748565842,2197387.0967741935
GD,Industrials,94931140608.0,94.901,3.6995394,0.17658001,22.724272,18.988226,1.71,0.414,1262547,351.09,0.20901565450149392,0.022105593937579826,1266704.8387096773
SNPS,Information Technology,88984969216.0,152.304,3.0538592,0.0716,59.553776,27.54363,,1.119,2100547,465.115,0.36823847650099467,0.0248997126847601,2094074.1935483871
USB,Financials,87251050496.0,37.547,1.4943937,0.12184,12.197826,10.19596,3.62,1.09,9351006,56.11,0.19602894754834702,0.2136338485763447,9355606.451612903
RCL,Consumer Discretionary,88536260608.0,37.116,8.7469015,0.47731,20.78425,15.842497,1.08,1.941,2401890,324.65,0.5752399167516373,0.13571656501961327,2395396.7741935486
EMR,Industrials,82635915264.0,36.038,4.077918,0.09363,37.489796,20.653475,1.47,1.254,2698355,146.96,0.27526647150542977,0.057517220721479356,2729622.580645161
BK,Financials,83626106880.0,57.36,2.0906556,0.12898,16.427397,12.831391,1.74,1.109,3517242,119.92,0.187707756377059,0.11601215374887097,3505200.0
AMT,Real Estate,83948077056.0,8.441,21.23919,0.28839,28.91613,25.838625,3.75,0.929,3179800,179.28,0.21237448075032406,0.011422878589508079,3170524.193548387
HWM,Industrials,83752198144.0,12.625,16.481585,0.30064,58.779663,46.72144,0.22,1.292,2298695,208.08,0.25025902607869693,0.010932025508281873,2316487.0967741935
ORLY,Consumer Discretionary,83258040320.0,-1.056,-93.19129,,34.409092,29.776098,,0.631,5548806,98.41,0.21096449742873552,0.04203728418120534,5551993.548387097
CRH,Materials,81815109632.0,34.764,3.5211713,0.14487,24.433134,20.23453,1.21,1.198,7656814,122.41,0.3122156927575347,0.0277918155364838,7617633.870967742
MMM,Industrials,81362427904.0,8.952,17.109028,0.75501,26.047619,16.379452,1.87,1.159,3217267,153.16,0.24696798950567092,-0.07616747190857154,3199191.935483871
WM,Industrials,89533169664.0,24.783,8.967437,0.29696,33.31934,23.497694,1.48,0.594,2075568,222.24,0.1810591965584224,0.11678086445785452,2081138.7096774194
CDNS,Information Technology,80755130368.0,19.1,15.51623,0.21736,78.195244,36.804985,,1.022,1746086,296.36,0.29703452082144427,-0.12498159610473558,1740985.4838709678
SHW,Materials,88423571456.0,18.662,19.003323,0.59391,34.599026,25.965488,0.89,1.26,1815240,354.64,0.2174970829187918,0.03052353976685085,1811095.1612903227
WMB,Energy,82139176960.0,10.217,6.583146,0.16902,34.849743,30.022095,3.12,0.658,7115883,67.26,0.23714985876699865,0.17187848831594654,7116124.193548387
EQIX,Real Estate,80603897856.0,144.184,5.6936274,0.077,75.731544,53.538925,2.27,1.036,553086,820.93,0.1977306217032834,-0.02376887983715592,557341.9354838709
CMI,Industrials,79898148864.0,87.397,6.6228814,0.22767,30.304712,21.937191,1.37,1.116,893114,578.82,0.27699875245453676,0.3281834188046038,889483.8709677419
MCO,Financials,92470140928.0,22.181,23.243317,0.54914004,41.510468,31.291557,0.73,1.453,749626,515.56,0.2042486271238829,0.07554306143012668,748625.8064516129
GM,Consumer Discretionary,78360346624.0,67.61,1.2424197,0.04318,26.415094,6.2046742,0.83,1.317,9049509,84.0,0.3269044049369021,0.21823264756318017,9016350.0
GLW,Information Technology,88522457088.0,14.613,7.0656266,0.14904,56.420765,27.21266,1.08,1.125,6725826,103.25,0.4977404073384217,0.16302445497881224,6739080.645161291
JCI,Industrials,72995012608.0,21.153,5.637971,0.11374,45.69349,22.196165,1.33,1.424,5519403,119.26,0.2894801102868319,0.04257367578081084,5490003.225806451
TDG,Industrials,80587972608.0,-171.812,-8.308733,,44.251087,30.98061,,0.917,322083,1427.54,0.17095007718299912,0.09096608234444847,320504.8387096774
HCA,Health Care,114252005376.0,-26.124,-18.690475,,17.036636,14.710304,0.65,1.368,1240022,488.27,0.2827974189232685,0.0637754047060648,1244396.7741935484
UPS,Industrials,90115522560.0,19.113,5.5574737,0.33772,16.142857,13.329385,6.19,1.097,6146465,106.22,0.23857176776149336,0.12078946264693369,6165158.064516129
KKR,Financials,105795846144.0,30.535,3.7419355,0.07672,48.21097,16.93255,0.64,1.996,4388819,114.26,0.330080503738425,-0.032903385244684724,4396520.9677419355
SPOT,Communication,103019069440.0,45.207695,11.067806,0.22639,62.465668,34.159832,,1.658,2108070,500.35,0.29193478047934396,-0.23647988690818633,2100035.4838709678
ELV,Health Care,77853147136.0,197.845,1.7475296,0.1325,13.752585,11.614891,1.98,0.518,1607888,345.74,0.4248706207453877,0.09559243201194811,1607985.4838709678
ITW,Industrials,76157296640.0,11.058,23.626335,0.91683,25.36505,23.197708,2.45,1.167,1194216,261.26,0.1933538328154403,0.07800831521378138,1201559.677419355
REGN,Health Care,78584389632.0,303.76,2.4409072,0.14864999,17.887817,14.155939,0.51,,969309,741.45,0.312349370000083,0.13896851576237057,966545.1612903225
HOOD,Financials,89451315200.0,9.533,10.43533,0.27816,42.152546,38.15251,,2.447,25107731,99.48,0.6478661842114672,-0.32225095936596293,25122575.80645161
MDLZ,Consumer Staples,75656994816.0,20.288,2.8819993,0.13101,21.496325,18.638708,3.49,0.402,10846004,58.47,0.20755109659269833,0.026945703578165725,10884985.483870968
DASH,Consumer Discretionary,88190918656.0,22.035,9.286136,0.100430004,105.47422,33.644646,,1.702,5399837,204.62,0.5247705773937175,-0.19558124368041252,5356361.29032258
VRT,Industrials,71183745024.0,9.179,20.283255,0.38862,73.58893,34.94999,0.13,2.069,6256478,186.18,0.5549775394672216,-0.03427630788508784,6280190.322580645
SNDK,Information Technology,85285003264.0,69.007,8.350601,-0.09372,,13.721499,,,13957636,576.25,1.2175767219432336,1.8909346044576365,13844137.096774194
SLB,Energy,72344133632.0,17.46,2.770905,0.13904001,20.587234,14.510706,2.44,0.723,17022488,48.38,0.35976464925433627,0.35225217079593607,16992903.225806452
NKE,Consumer Discretionary,91502493696.0,9.518,6.494012,0.17950001,36.1462,26.723219,2.62,1.284,18324027,61.81,0.37622165717425887,-0.03693115288994575,18315938.70967742
AON,Financials,75149967360.0,43.599,8.01945,0.4694,20.530828,16.353312,0.85,,1085342,349.64,0.17830905969400757,0.026300405557373896,1107517.7419354839
MAR,Consumer Discretionary,85590646784.0,-11.578,-27.232681,,33.794212,27.575554,0.84,1.157,1584565,315.3,0.2688399008746627,0.21285241452335524,1582232.2580645161
CI,Health Care,73221857280.0,156.808,1.7480613,0.15538,12.00657,8.998004,2.23,0.269,1844663,274.11,0.26976131892828203,0.1278169885071616,1897890.322580645
PWR,Industrials,70774874112.0,56.305,8.429625,0.13369,71.48042,38.185368,0.09,1.156,978580,474.63,0.3502618207839421,0.05705195369400218,994008.0645161291
CSX,Industrials,70395092992.0,7.06,5.3484416,0.22511,24.51948,18.089054,1.38,1.303,13359452,37.76,0.18696326119056358,0.052181346399574835,13357032.258064516
ECL,Materials,79979380736.0,23.458,12.021058,0.21869,40.632565,33.27178,1.03,0.999,1338736,281.99,0.17708389932940935,0.10288836801489953,1341654.8387096773
MRVL,Information Technology,68036927488.0,16.564,4.7645497,0.18040001,28.698181,22.015297,0.3,1.945,16750644,78.92,0.5088241409100003,-0.15749110899257235,16953388.70967742
HLT,Consumer Discretionary,70207692800.0,-21.163,-14.105278,,43.45124,32.634815,0.2,1.151,1686609,298.51,0.22695597666423836,0.16235798018534608,1690101.6129032257
FDX,Industrials,76036644864.0,119.745,2.6911352,0.15886,17.696321,15.166746,1.81,1.357,1750473,322.25,0.2268777372089839,0.27610799128264807,1748733.8709677418
CL,Consumer Staples,72974254080.0,0.067,1347.6119,4.9747,34.3308,21.887634,2.3,,6668421,90.29,0.23875137712938996,0.179012123674974,6846293.548387097
MSI,Information Technology,67064729600.0,13.959,28.83731,1.1517,32.358524,24.666546,1.2,1.005,1458242,402.54,0.17119818097871956,-0.006958292180665682,1466351.6129032257
LHX,Industrials,64145453056.0,105.0,3.265238,0.08191,40.14637,24.155746,1.46,0.66,1339924,342.85,0.26661745160212347,0.19085988081128713,1353241.935483871
TFC,Financials,65778843648.0,47.742,1.077039,0.08236,13.425588,10.114322,4.05,0.874,8585242,51.42,0.16952997113805837,0.16550982739107756,8547001.612903226
SNOW,Information Technology,65941938176.0,6.235,30.906174,-0.53093,,118.03837,,1.144,4739549,192.7,0.43437457350743214,-0.2989668454408151,4763227.419354838
