,R2
2006-03-30,0.19626958655517213
2006-03-31,0.2434981309354355
2006-04-03,0.21218398337235422
2006-04-04,0.3390531350555692
2006-04-05,0.27226838498311234
2006-04-06,0.2008438334827648
2006-04-07,0.5095533161318848
2006-04-10,0.2803758465726811
2006-04-11,0.47655995574390997
2006-04-12,0.2518213819145606
2006-04-13,0.14187052085834906
2006-04-17,0.3480491253875242
2006-04-18,0.6557074073789935
2006-04-19,0.30538367387200027
2006-04-20,0.18091823985843314
2006-04-21,0.28805316985397955
2006-04-24,0.2802545992707408
2006-04-25,0.25993321646788203
2006-04-26,0.14461785517433623
2006-04-27,0.24675269431475677
2006-04-28,0.245600228007395
2006-05-01,0.3557200486089471
2006-05-02,0.3599305858979288
2006-05-03,0.23312603171449597
2006-05-04,0.2148174478705337
2006-05-05,0.44759193346154036
2006-05-08,0.17554270582663278
2006-05-09,0.19811861259935237
2006-05-10,0.2269805652176763
2006-05-11,0.6280042635655275
2006-05-12,0.6252244598407115
2006-05-15,0.44835313385271836
2006-05-16,0.1925816503493506
2006-05-17,0.7208293986027329
2006-05-18,0.408659076616835
2006-05-19,0.2618522793127417
2006-05-22,0.4061759017448837
2006-05-23,0.26364226442003713
2006-05-24,0.23912234775104324
2006-05-25,0.6160393122044991
2006-05-26,0.3639376286536231
2006-05-30,0.7464447527448272
2006-05-31,0.5517454979903823
2006-06-01,0.623234699398481
2006-06-02,0.27909116886650587
2006-06-05,0.8207860387671418
2006-06-06,0.25476556344324575
2006-06-07,0.5922102060589991
2006-06-08,0.22309929024231234
2006-06-09,0.22968625653443342
2006-06-12,0.7627975962701558
2006-06-13,0.4966231824847146
2006-06-14,0.4325916092698483
2006-06-15,0.8290956214019494
2006-06-16,0.21454027714219015
2006-06-19,0.6350859425547757
2006-06-20,0.23163690140852278
2006-06-21,0.6672166893062941
2006-06-22,0.1996288078161701
2006-06-23,0.44567926101621946
2006-06-26,0.31274243759824805
2006-06-27,0.5743301221825458
2006-06-28,0.25448588990499665
2006-06-29,0.8558150297636962
2006-06-30,0.2677949561899423
2006-07-03,0.4510281850582908
2006-07-05,0.5520157844557545
2006-07-06,0.11095782244752428
2006-07-07,0.5426363340771637
2006-07-10,0.3960291603624886
2006-07-11,0.32304260292832143
2006-07-12,0.5621183279101447
2006-07-13,0.7100674474581703
2006-07-14,0.4557738579776218
2006-07-17,0.448028418220769
2006-07-18,0.13581033850812385
2006-07-19,0.749452889703639
2006-07-20,0.586806172359204
2006-07-21,0.5023876869101499
2006-07-24,0.7563584630182939
2006-07-25,0.2818754718073886
2006-07-26,0.2419494096942808
2006-07-27,0.21037261985483313
2006-07-28,0.5286722800811767
2006-07-31,0.2518580035096687
2006-08-01,0.4923386035236912
2006-08-02,0.2840962499187666
2006-08-03,0.29367011108731567
2006-08-04,0.22980158598741818
2006-08-07,0.2277618235027643
2006-08-08,0.3199635301191174
2006-08-09,0.3453459718778559
2006-08-10,0.3762686204354365
2006-08-11,0.34774080262234663
2006-08-14,0.37806420643462846
2006-08-15,0.7827885970580176
2006-08-16,0.654445626074978
2006-08-17,0.2628808246698129
2006-08-18,0.2335997319618478
2006-08-21,0.5183729330451383
2006-08-22,0.1793021161944961
2006-08-23,0.44506609382895623
2006-08-24,0.3226494480942962
2006-08-25,0.20306768848232648
2006-08-28,0.5340766043597982
2006-08-29,0.31010080731247547
2006-08-30,0.37317777494404525
2006-08-31,0.18543368454991283
2006-09-01,0.33920264912224396
2006-09-05,0.28768961753527367
2006-09-06,0.7118048628945826
2006-09-07,0.28957455027585444
2006-09-08,0.4895624209422551
2006-09-11,0.5398641663370004
2006-09-12,0.6709832489826109
2006-09-13,0.4170521097941474
2006-09-14,0.33416181531852795
2006-09-15,0.23894027447005473
2006-09-18,0.3999400392270184
2006-09-19,0.3139143500459699
2006-09-20,0.46507476122263514
2006-09-21,0.4200715210487187
2006-09-22,0.33794332817341155
2006-09-25,0.5135437695241685
2006-09-26,0.45397925324062993
2006-09-27,0.2814787639612262
2006-09-28,0.1210737571053555
2006-09-29,0.28198632538826607
2006-10-02,0.350225758066535
2006-10-03,0.43098941737477714
2006-10-04,0.702579884418159
2006-10-05,0.45520295369748265
