ticker;shares;costdate
APO;3448.258357;2026-04-14
ARES;1329.767053;2026-04-14
BX;1115.482112;2026-04-14
KKR;1231.2078;2026-04-14
OWL;10650.65649;2026-04-14
CG;1798.990679;2026-04-14
