ticker;shares;costdate
KTOS;7008.147136;2024-12-19
MRCY;3840.387278;2024-12-19
TDY;224.970192;2024-12-19
RCAT;10718.731123;2024-12-19
CACI;242.128957;2024-12-19
DRS;3006.664352;2024-12-19
AVAV;561.843521;2024-12-19
LDOS;547.724039;2024-12-19
SAIC;616.274088;2024-12-19
PSN;443.095104;2024-12-19
