ticker;shares;costdate
RDW;26814.38851;2025-12-17
LUNR;14068.052194;2025-12-17
LHX;472.797024;2025-12-17
MRCY;1848.050646;2025-12-17
NOC;208.899011;2025-12-17
LDOS;512.744671;2025-12-17
RKLB;1571.953527;2025-12-17
HXL;976.679988;2025-12-17
TXT;661.131427;2025-12-17
