ticker,shares,date,price,position_value,weight
LPTH,168938,2025-12-19,7.639999866485596,1290686.2974443436,0.22044331319420737
MOB,184124,2025-12-19,6.619999885559082,1218900.8589286804,0.20818268879862356
FEIM,20519,2025-12-19,48.119998931884766,987374.2580833435,0.1686390048810063
LASR,26189,2025-12-19,37.709999084472656,987587.1660232544,0.16867536858283863
KOPN,269785,2025-12-19,2.4000000953674316,647484.0257287025,0.11058730859278645
DPRO,96006,2025-12-19,7.53000020980835,722925.2001428604,0.12347231595053766
