ticker;shares;costdate
TER;12235;2025-07-09
MGA;43933;2025-09-22
TXN;11569;2025-12-01
INTC;54518;2025-06-09
AIP;111768;2025-06-09
ROK;4438;2025-05-15
AMBA;20851;2025-11-04
HON;7614;2025-11-10
RBC;2938;2025-05-15
OUST;52404;2025-05-15
APTV;15933;2025-09-22
RAL;21739;2025-12-01
ALNT;19440;2025-05-15
RRX;7053;2025-05-15
SMTC;13353;2025-11-10
FLEX;14089;2025-06-16
ADI;3379;2025-05-15
XPEV;46318;2025-09-22
WRD;59138;2025-09-22
CGNX;14146;2025-08-11
GE;1637;2025-06-16
