ticker;shares;costdate
RWE;3799.9696;2025-12-17
ENGI;7648.768548;2025-12-17
SSE;77.303649;2025-12-17
EOAN;10629.251701;2025-12-17
PGE;18477.457502;2025-12-17
IBE;9413.643005;2025-12-17
