ticker;shares;costdate
APO;1451.547349;2026-04-14
ARES;1480.034337;2026-04-14
BX;1319.296024;2026-04-14
KKR;1659.530685;2026-04-14
OWL;18175.209015;2026-04-14
CG;3255.84424;2026-04-14
