ticker;shares;costdate
APLD;3883.193538;2026-04-27
WULF;6322.711179;2026-04-27
CIFR;6929.046563;2026-04-27
HUT;1742.403122;2026-04-27
BTBT;80645.16129;2026-04-27
BITF;63131.313131;2026-04-27
CORZ;6691.648822;2026-04-27
GLXY;4806.767929;2026-04-27
