ticker;shares;costdate
VST;403.460074;2026-04-27
CEG;225.063018;2026-04-27
TLN;180.761222;2026-04-27
PCG;3680.800942;2026-04-27
D;1023.080701;2026-04-27
DUK;497.334288;2026-04-27
UEC;4325.259516;2026-04-27
UUUU;3045.808967;2026-04-27
EU;31887.755102;2026-04-27
LEU;326.285565;2026-04-27
SOLS;779.107455;2026-04-27
SMR;5355.612682;2026-04-27
NNE;2657.312925;2026-04-27
OKLO;1066.917037;2026-04-27
BWXT;288.470414;2026-04-27
BW;3896.508728;2026-04-27
