ticker;shares;costdate
SOI;2784.739627;2026-03-11
HIMX;15612.802498;2026-03-11
STM;8257.638315;2026-03-11
AIXA;4323.763404;2026-03-11
NOK;18083.18264;2026-03-11
SMHN;2553.30014;2026-03-11
POET;19201.228879;2026-03-11
