ticker;shares;costdate
ESE;385.707322;2025-12-17
GHM;1255.067334;2025-12-17
010140;3.146138;2025-12-17
WRT1V;2667.540909;2025-12-17
BWXT;458.180093;2025-12-17
329180;0.149216;2025-12-17
TKMS;1188.001188;2025-12-17
042660;0.710278;2025-12-17
HII;240.167639;2025-12-17
HAG;1072.098633;2025-12-17
GD;230.659229;2025-12-17
CNRD;2849.002849;2025-12-17
ASB;2944.931258;2025-12-17
